,Unnamed: 0,word,source,freq_lcnl,freq_lcnl_log,freq_lcnl_log_flipscale,aoa_mean,aoa_sd,aoa_mean_scale,tasa_1,tasa_2,tasa_3,Word,SUBTLWF,freq_lcnl_extended,freq_lcnl_extended_log,freq_lcnl_extended_log_flipscale,score,score_extended
857,948,cold,3k,86.0,1.9395192526186185,2.0412111239173267,3.95,1.79,1.58,394.0,322.0,365.0,cold,130.15686274509804,86.0,1.9395192526186185,2.0412111239173267,11.094238933710644,11.094238933710644
1964,2153,nice,3k,85.0,1.9344984512435677,2.0462319252923775,3.95,1.51,1.58,333.0,232.0,170.0,nice,649.5098039215686,85.0,1.9344984512435677,2.0462319252923775,11.111811738523322,11.111811738523322
242,276,toy,3k,45.0,1.662757831681574,2.3179725448543715,3.0,1.15,1.2,105.0,48.0,27.0,toy,16.84313725490196,45.0,1.662757831681574,2.3179725448543715,11.1129039069903,11.1129039069903
862,955,thank,3k,76.0,1.8864907251724818,2.0942396513634636,3.79,1.72,1.516,248.0,115.0,73.0,#N/A,#N/A,76.0,1.8864907251724818,2.0942396513634636,11.119838779772124,11.119838779772124
1406,1544,milk,3k,57.0,1.7634279935629373,2.217302382973008,3.37,1.42,1.348,162.0,153.0,127.0,milk,42.529411764705884,57.0,1.7634279935629373,2.217302382973008,11.130558340405528,11.130558340405528
298,333,mouth,3k,65.0,1.8195439355418688,2.1611864409940766,3.58,1.43,1.432,127.0,178.0,195.0,mouth,104.41176470588235,65.0,1.8195439355418688,2.1611864409940766,11.144152543479269,11.144152543479269
2286,2504,need,3k,64.0,1.8129133566428555,2.16781701989309,3.56,1.34,1.4240000000000002,733.0,546.0,562.0,need,1294.9019607843138,64.0,1.8129133566428555,2.16781701989309,11.147359569625817,11.147359569625817
951,1050,white,3k,89.0,1.954242509439325,2.0264878670966207,4.06,1.66,1.624,360.0,377.0,403.0,white,171.45098039215685,89.0,1.954242509439325,2.0264878670966207,11.152707534838171,11.152707534838171
123,137,give,3k,103.0,2.0170333392987803,1.9636970372371652,4.28,1.93,1.7120000000000002,570.0,523.0,477.0,give,1167.8235294117646,103.0,2.0170333392987803,1.9636970372371652,11.152939630330078,11.152939630330078
112,124,room,3k,97.0,1.9912260756924949,1.9895043008434503,4.22,1.44,1.6880000000000002,849.0,710.0,718.0,room,439.5098039215686,97.0,1.9912260756924949,1.9895043008434505,11.183265052952077,11.183265052952077
2045,2243,let,3k,119.0,2.0791812460476247,1.9015491304883207,4.53,2.09,1.8119999999999998,919.0,662.0,613.0,#N/A,#N/A,119.0,2.0791812460476247,1.9015491304883207,11.185421956709124,11.185421956709124
885,981,rock,3k,49.0,1.6989700043360187,2.2817603721999267,3.22,1.17,1.288,287.0,163.0,140.0,rock,86.15686274509804,49.0,1.6989700043360187,2.2817603721999267,11.206161302699744,11.206161302699744
2589,2832,cake,3k,50.0,1.7075701760979363,2.273160200438009,3.26,2.28,1.3039999999999998,259.0,68.0,40.0,cake,45.05882352941177,50.0,1.7075701760979363,2.273160200438009,11.216060701533031,11.216060701533031
893,991,girl,3k,80.0,1.9084850188786497,2.0722453576572955,4.0,1.89,1.6,643.0,401.0,356.0,girl,557.1176470588235,80.0,1.9084850188786497,2.0722453576572955,11.252858751800535,11.252858751800535
1202,1322,read,3k,86.0,1.9395192526186185,2.0412111239173267,4.11,1.68,1.644,529.0,494.0,520.0,read,241.2156862745098,86.0,1.9395192526186185,2.0412111239173267,11.254238933710644,11.254238933710644
2048,2246,sing,3k,55.0,1.7481880270062005,2.232542349529745,3.47,1.31,1.388,126.0,71.0,58.0,sing,97.58823529411765,55.0,1.7481880270062005,2.232542349529745,11.28389822335411,11.28389822335411
130,145,end,3k,93.0,1.9731278535996986,2.0076025229362466,4.28,2.61,1.7120000000000002,296.0,327.0,384.0,end,265.8627450980392,93.0,1.9731278535996986,2.0076025229362466,11.306608830276865,11.306608830276865
193,214,bread,3k,58.0,1.7708520116421442,2.209878364893801,3.58,1.61,1.432,142.0,102.0,83.0,bread,28.333333333333332,58.0,1.7708520116421442,2.209878364893801,11.314574277128305,11.314574277128305
432,488,air,3k,71.0,1.8573324964312685,2.123397880104677,3.94,1.55,1.5759999999999998,314.0,415.0,516.0,air,139.01960784313727,71.0,1.8573324964312685,2.123397880104677,11.371892580366369,11.371892580366369
